OBJECTID,FULLADDRESS,BuildingName,Square,Lot,Date,MapYear,Permit_Notes,NOTES,Suffix,EDITTYPE,House_Key,House_Type,Extant,Updated,Facade,Flag,Contributing,ArchitectGroup,Developer,Quantity,Rooms,Width,Depth,Number_of_Families,Store,Stories,Permits_Last_Editor,Permits_Last_Edit_Date,RazedFlag,PermitsSource,PermitNumber,Owner,Architect,Builder,Material,Purpose,EstimatedCost,MicrofilmRoll,PermitType,SolidFilled,FoundationMaterial,StoneType,RoofType,FrontMaterial,RoofMaterial,Heat,Shape__Area,Shape__Length
4728,1454 EUCLID STREET NW,,2664,54,10/24/1892 12:00:00 AM,1892,,,,,80605.0,Rowhouse,1.0,1.0,building,0.0,,"Germuiller, J.","Lawson, A. M.",7.0,0.0,18.0,40.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,977,"Lawson, A. M.","Germuiller, J.","Lawson, A. M.",brick,dwelling,28000.0,169,,solid,brick,Indiana limestone,flat,"pressed brick, stone",tin,furnace,125.12109375,50.1394141158034
4731,1456 EUCLID STREET NW,,2664,54,10/24/1892 12:00:00 AM,1892,,,,,80604.0,Rowhouse,1.0,1.0,building,0.0,,"Germuiller, J.","Lawson, A. M.",7.0,0.0,18.0,40.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,977,"Lawson, A. M.","Germuiller, J.","Lawson, A. M.",brick,dwelling,28000.0,169,,solid,brick,Indiana limestone,flat,"pressed brick, stone",tin,furnace,104.6484375,44.4171181121739
4733,5121 44TH STREET NW,,1656,805,7/21/1955 12:00:00 AM,1955,,,,,147427.0,Detached,1.0,1.0,building,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:31 PM,0.0,DC Historical Building Permits Index,B-1456, ,, ,,dwelling,0.0,,,,,,,,,,108.984375,42.1170443942978
4744,3051 AVON LANE NW,,1282,258,,1948,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Assessment Directory 2011,, ,, ,,dwelling,,,,,,,,,,,232.0859375,68.3542249242876
4746,5540 32ND STREET NW,,2023,28,1/8/1947 12:00:00 AM,1947,,,,,113105.0,Detached,1.0,1.0,building,0.0,,"Mitchell, J. G. B.","Hirshfield, Milton O.",1.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,291479,"Hirshfield, Milton O.","Mitchell, J. G. B.","Kane, James",cinder block & brick,dwelling,15000.0,762,,,cinder block & brick,,pitch,,slate,hot air,165.31640625,62.0366896289791
4747,2935 MCKINLEY STREET NW,,2310,8,10/25/1926 12:00:00 AM,1926,,,,,12421.0,Detached,1.0,1.0,building,0.0,,"Spink, Harold G.","Spink, Harold G.",1.0,7.0,29.0,37.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3997,"Spink, Harold G.","Spink, Harold G.",Spink Const. Co.,frame,dwelling,10000.0,343,,solid,concrete,,flat,stucco,asphalt,hot water,282.9765625,72.9387662187153
4754,5007 WARREN STREET NW,,1467,999,,1991,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,409.75390625,81.8556365367508
4758,845 FRONT UPSHUR STREET NW,,,,3/16/1931 12:00:00 AM,1931,front addition,,,,,,,,,0.0,,"Atkinson, A. S. J.","McCary, Mason W.",1.0,,22.0,,,1.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits,140652,"McCary, Mason W.","Atkinson, A. S. J.","Bien, V. T. H.",brick,store,,440,,,,,,,,,52.53125,30.8319964154314
4763,1632 WISCONSIN AVENUE NW,,1279,810,9/9/1946 12:00:00 AM,1946,,,,,126165.0,,1.0,1.0,building,0.0,,"de Ladurantaye, Louis","Hess, A. S.",1.0,14.0,0.0,0.0,3.0,1.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,288682,"Hess, A. S.","de Ladurantaye, Louis",Lipscomb (Wm. P.) Co.,concrete & brick&tile,apartment & store,45000.0,758,,,concrete,,flat,,slag,vapor,399.00390625,83.6621195258016
4764,3104 CATHEDRAL AVENUE NW,,2117,30,6/8/1923 12:00:00 AM,1923,,,,,14273.0,Detached,1.0,1.0,building,0.0,,Middaugh & Shannon,Middaugh & Shannon,3.0,0.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,4/1/2016 4:31:37 PM,0.0,DC Historical Building Permits Database,11439,Middaugh & Shannon Inc.,Middaugh & Shannon Inc.,Middaugh & Shannon Inc.,brick & tile,dwelling,61000.0,242,,solid,concrete,,pitch,brick,slate,hot water,250.84375,71.4891572063366
4765,3100 CATHEDRAL AVENUE NW,,2117,51,6/8/1923 12:00:00 AM,1923,,,,,14271.0,Detached,1.0,1.0,building,0.0,,Middaugh & Shannon,Middaugh & Shannon,3.0,0.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,4/1/2016 4:31:37 PM,0.0,DC Historical Building Permits Database,11439,Middaugh & Shannon Inc.,Middaugh & Shannon Inc.,Middaugh & Shannon Inc.,brick & tile,dwelling,61000.0,242,,solid,concrete,,pitch,brick,slate,hot water,290.8671875,81.511204279107
4766,3102 CATHEDRAL AVENUE NW,,2117,50,6/8/1923 12:00:00 AM,1923,,,,,14272.0,Detached,1.0,1.0,building,0.0,,Middaugh & Shannon,Middaugh & Shannon,3.0,0.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,4/1/2016 4:31:37 PM,0.0,DC Historical Building Permits Database,11439,Middaugh & Shannon Inc.,Middaugh & Shannon Inc.,Middaugh & Shannon Inc.,brick & tile,dwelling,61000.0,242,,solid,concrete,,pitch,brick,slate,hot water,269.0234375,72.0372866324398
4770,1329 CONNECTICUT AVENUE NW,,137,58,3/23/1905 12:00:00 AM,1905,,,,,44713.0,Attached,1.0,1.0,building,0.0,Yes,"Wyeth, Nathan C. / et al","Hardin, Bernard L.",1.0,0.0,25.0,58.0,1.0,0.0,4.0,BKRAFT,4/4/2016 1:47:44 AM,0.0,DC Historical Building Permits Database,1838,"Hardin, Bernard L.",Wyeth & Cresson,"Langley, Chas. A.",brick & stone,dwelling,18000.0,310,,solid,concrete,Vermont marble,mansard,brick & stone,slate,steam,414.07421875,108.865685104639
4773,3510 PATTERSON STREET NW,,2000,13,1/22/1926 12:00:00 AM,1926,,,,,9247.0,Detached,1.0,1.0,building,0.0,,"Lotz, H. F.","Byer, H. B.",1.0,6.0,24.0,26.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6096,"Byer, H. B.","Lotz, H. F.","Light, Ellsworth",wood,dwelling,5103.0,322,,solid,cement blocks,,pitch,,comp shingles,hot water,137.41015625,49.7883690846995
4774,3206 18TH STREET NW,,2606,112,3/31/1911 12:00:00 AM,1911,cost includes builder's profit,,,,56804.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Sonnemann, A. H. / & Justement",Kennedy Bros. Inc.,4.0,0.0,24.0,42.0,1.0,0.0,3.0,BKRAFT,12/21/2015 9:52:52 PM,0.0,DC Historical Building Permits Database,4288A,Kennedy Bros. Inc.,"Sonnemann, A. H.",Kennedy Bros. Inc.,3rd class,dwelling,45000.0,627,,solid,concrete,limestone,flat,brick,slag,hot water,208.16015625,65.288330259261
4775,1801 LAMONT STREET NW,,2606,115,3/31/1911 12:00:00 AM,1911,cost includes builder's profit,,,,56801.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Sonnemann, A. H. / & Justement",Kennedy Bros. Inc.,4.0,0.0,24.0,42.0,1.0,0.0,3.0,BKRAFT,12/21/2015 9:52:52 PM,0.0,DC Historical Building Permits Database,4288A,Kennedy Bros. Inc.,"Sonnemann, A. H.",Kennedy Bros. Inc.,3rd class,dwelling,45000.0,627,,solid,concrete,limestone,flat,brick,slag,hot water,274.21875,74.0033688316243
4776,3204 18TH STREET NW,,2606,113,3/31/1911 12:00:00 AM,1911,cost includes builder's profit,,,,56803.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Sonnemann, A. H. / & Justement",Kennedy Bros. Inc.,4.0,0.0,24.0,42.0,1.0,0.0,3.0,BKRAFT,12/21/2015 9:52:52 PM,0.0,DC Historical Building Permits Database,4288A,Kennedy Bros. Inc.,"Sonnemann, A. H.",Kennedy Bros. Inc.,3rd class,dwelling,45000.0,627,,solid,concrete,limestone,flat,brick,slag,hot water,205.609375,64.2891282238905
4777,3202 18TH STREET NW,,2606,114,3/31/1911 12:00:00 AM,1911,cost includes builder's profit,,,,56802.0,Rowhouse,1.0,1.0,building,0.0,Yes,"Sonnemann, A. H. / & Justement",Kennedy Bros. Inc.,4.0,0.0,24.0,42.0,1.0,0.0,3.0,BKRAFT,12/21/2015 9:52:52 PM,0.0,DC Historical Building Permits Database,4288A,Kennedy Bros. Inc.,"Sonnemann, A. H.",Kennedy Bros. Inc.,3rd class,dwelling,45000.0,627,,solid,concrete,limestone,flat,brick,slag,hot water,192.88671875,63.1084925893187
4779,420 M STREET NW,,514,95,,1873,,,,,,,1.0,,,,Yes,,,,,,,,0.0,,BKRAFT,2/29/2016 3:04:15 PM,0.0,DC IPS Database,, ,, ,,,,,,,,,,,,,104.68359375,49.7810219651993
4782,5345 CHEVY CHASE PARKWAY NW,,1990,98,9/14/1931 12:00:00 AM,1931,,,,,66486.0,Detached,1.0,1.0,building,0.0,,"Hallett, Marcus","Parker, James V.",2.0,6.0,33.0,30.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,146558,"Parker, James V.","Hallett, Marcus","Parker, James V.",brick,dwelling,23000.0,457,,,brick & tile,,pitch,,comp shingles,hot water,179.953125,58.664565550954
4783,3645 KANAWHA STREET NW,,1990,97,9/14/1931 12:00:00 AM,1931,,,,,66485.0,Detached,1.0,1.0,building,0.0,,"Hallett, Marcus","Parker, James V.",2.0,6.0,33.0,30.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,146558,"Parker, James V.","Hallett, Marcus","Parker, James V.",brick,dwelling,23000.0,457,,,brick & tile,,pitch,,comp shingles,hot water,234.125,68.9241912291119
4784,1014 W STREET NW,,331,805,,2007,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:53:04 PM,0.0,DC Office of Tax & Revenue,, ,, ,,,,,,,,,,,,,68.01953125,36.6965109576064
4786,2418 17TH STREET NW,,2566,99,6/29/1909 12:00:00 AM,1909,,,,,52852.0,,1.0,1.0,building,0.0,,"Grimm, N. R.","Caughey, John W.",2.0,0.0,50.0,102.0,12.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,5102,"Caughey, John W.","Grimm, N. R.","Caughey, John W.",brick,apartment,25000.0,522,,solid,concrete,,flat,brick,tin,stove(s),2907.02734375,456.363331944913
4795,5331 COLORADO AVENUE NW,,2716,804,10/4/1950 12:00:00 AM,1950,,,,,138116.0,,1.0,1.0,building,0.0,,,Bethany Baptist Church,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BKRAFT,2/29/2016 3:02:16 PM,0.0,DC Historical Building Permits Index,A-13369,Bethany Baptist Church,, ,,church,0.0,,,,,,,,,,1514.66015625,222.205608840882
4796,4005 WISCONSIN AVENUE NW,US Post Office Friendship Station,1825,817,,1978,,,,,,,,,,,,,,,,,,,,,BKRAFT,4/6/2016 8:16:00 PM,0.0,Sanborn Maps,,US Postal Service,, ,,post office,,,,,,,,,,,3566.66796875,233.817851339579
4797,132 L STREET NW,,559,81,5/26/1938 12:00:00 AM,1938,,,,,,,,,,,,"Archer, R. C., Jr.",Southern Baptist Church,1.0,4.0,45.0,93.0,0.0,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,213280,Southern Baptist Church,"Archer, R. C., Jr.",Southern Baptist Church,brick,church,15000.0,599,,,c. b. & brick,,flat,,metal,steam,489.87109375,90.8775874959973
4813,2306 TRACY PLACE NW,,2520,20,2/18/1913 12:00:00 AM,1913,,,,,61326.0,Detached,1.0,1.0,building,0.0,Yes,"Ray, George N.","Simmons, Berkeley L.",1.0,0.0,39.0,43.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3795,"Simmons, Berkeley L.","Ray, George N.","McGee, Edward",brick,dwelling,5000.0,730,,solid,concrete & brick,,,stucco,tin,stove(s),365.00390625,78.0356707379204
4816,3060 OLIVER STREET NW,,2315,826,3/16/1914 12:00:00 AM,1914,,,,,31340.0,Detached,1.0,1.0,building,0.0,,"Mullett (A. B.) & Co. & Pyle, F. B.","Murray, E. E. & C. C.",1.0,0.0,38.0,35.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3640,"Murray, E. E. & C. C.","Mullett (A. B.) & Co. & Pyle, F. B.","Long, Leo J.",frame,dwelling,7000.0,781,,solid,concrete,,pitch,,slate,hot water,407.64453125,85.8445730790761
4824,3214 NEWARK STREET NW,,2079,855,8/18/1909 12:00:00 AM,1909,,,,,53208.0,Detached,1.0,1.0,building,0.0,Yes,Hunter & Bell,"Browning, William L.",1.0,0.0,28.0,39.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1101,"Browning, William L.",Hunter & Bell, ,frame,dwelling,5000.0,534,,no,brick,,pitch,pebbledash,shingles,hot water,369.0,84.4526422805827
4825,11 R STREET NW,,3102,50,6/10/1901 12:00:00 AM,1901,,,,,36637.0,Attached,1.0,1.0,building,0.0,,"Haislip, Thos. M.","Kneissi, G. A.",1.0,0.0,17.0,42.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1910,"Kneissi, G. A.","Haislip, Thos. M.","Haislip, Thos. M.",brick,dwelling,4000.0,253,,solid,concrete & brick,,flat,brick,tin,hot water,179.7265625,72.4139320997
4828,4912 VAN NESS STREET NW,,1479,23,12/6/1934 12:00:00 AM,1934,,,,,69727.0,Detached,1.0,1.0,building,0.0,,"Moss, Louis R.","Miller, W. C. & A. N.",1.0,6.0,39.0,29.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,176432,"Miller, W. C. & A. N.","Moss, Louis R.","Miller, W. C. & A. N.",brick,dwelling,8500.0,525,,,brick,,pitch,,slate,gas,234.140625,65.8928961998665
4836,3708 MILITARY ROAD NW,,1873,39,2/10/1915 12:00:00 AM,1915,,,,,27804.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Gruver, J. S.",2.0,0.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3108,"Gruver, J. S.","Santmyers, George T.","Gruver, J. S.",frame,dwelling,10000.0,830,,solid,brick,,pitch,frame,slate,hot water,260.25390625,66.8386442055683
4840,1668 34TH STREET NW,,1291,221,10/15/1877 12:00:00 AM,1877,Appt: John Archer,,,,105067.0,,1.0,1.0,building,0.0,,,"Brewer, Wm.",1.0,0.0,17.0,32.0,0.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1021,"Brewer, Wm.",, ,brick,dwelling,1200.0,44,,solid,brick,,flat,brick,tin,stove(s),118.3671875,51.9597265827522
4843,3266 ABERFOYLE PLACE NW,,2354,103,2/17/1948 12:00:00 AM,1948,,,,,128779.0,Detached,1.0,1.0,building,0.0,,"Baxter, Harvey P.","Johnson, Claude G.",1.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,303154,"Johnson, Claude G.","Baxter, Harvey P.","Johnson, Claude G.",brick veneer,dwelling,10000.0,781,,,cinder block & brick,,pitch,,slate,air conditioning,248.11328125,71.7213155866311
