OBJECTID,FULLADDRESS,BuildingName,Square,Lot,Date,MapYear,Permit_Notes,NOTES,Suffix,EDITTYPE,House_Key,House_Type,Extant,Updated,Facade,Flag,Contributing,ArchitectGroup,Developer,Quantity,Rooms,Width,Depth,Number_of_Families,Store,Stories,Permits_Last_Editor,Permits_Last_Edit_Date,RazedFlag,PermitsSource,PermitNumber,Owner,Architect,Builder,Material,Purpose,EstimatedCost,MicrofilmRoll,PermitType,SolidFilled,FoundationMaterial,StoneType,RoofType,FrontMaterial,RoofMaterial,Heat,Shape__Area,Shape__Length
115075,5071 SEDGWICK STREET NW,,1470,33,3/30/1939 12:00:00 AM,1939,,,,,109620.0,Semi-Det,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,,41.0,33.0,1.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,221388,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",stone,dwelling,14500.0,611,,,stone,,pitch,,slate,air conditioning,289.6015625,78.5139290310467
115076,4664 RESERVOIR ROAD NW,,1368,65,3/31/1938 12:00:00 AM,1938,,,,,106657.0,Detached,1.0,1.0,building,0.0,,"Goettlemann, Paul A.","Horton, Edward H.",1.0,6.0,57.0,28.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,211402,"Horton, Edward H.","Goettlemann, Paul A.","Ferris, George E.",stone & frame,dwelling,9975.0,596,,,Speed tile,,pitch,,slate,,267.03515625,81.5736023557149
115085,3001 WOODLAND DRIVE NW,,2125,24,3/20/1923 12:00:00 AM,1923,,,,,15036.0,Detached,1.0,1.0,building,0.0,,Cutler & Moss,"Roper, Daniel C.",1.0,0.0,52.0,40.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,7995,"Roper, Daniel C.",Cutler & Moss,Middaugh & Shannon,brick & tile,dwelling,40000.0,237,,solid,concrete,,pitch,brick,tile,hot water,892.75390625,142.957560676711
115089,6109 32ND PLACE NW,,2019,6,,2001,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,228.078125,66.6551646190396
115099,1717 UPSHUR STREET NW,,2644,835,1/20/1926 12:00:00 AM,1926,,,,,9212.0,Detached,1.0,1.0,building,0.0,,"Santmyers, George T.","Garnott, Gertrude L.",1.0,6.0,19.0,34.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6026,"Garnott, Gertrude L.","Santmyers, George T.","Garnott, Gertrude L.",brick,dwelling,5000.0,322,,solid,concrete,,flat,brick,tin,hot water,146.39453125,56.3532853405209
115100,5141 YUMA STREET NW,,1467,867,,1998,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,405.5703125,81.6075910969487
115101,3736 HUNTINGTON STREET NW,,1876,838,5/21/1921 12:00:00 AM,1921,,,,,20363.0,Detached,1.0,1.0,building,0.0,,,"Kafka, J.",1.0,0.0,42.0,37.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,7134,"Kafka, J.",,"Brashears, W. C.",stone,dwelling,12000.0,203,,solid,stone,,pitch,stone,slate,hot water,347.90234375,79.8567312912427
115106,2900 GLOVER DRIVE NW,,1620,77,11/21/1928 12:00:00 AM,1928,nw cor Garfield st,,,,33983.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,9.0,47.0,33.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,119128,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",brick & frame,dwelling,12168.0,388,,solid,concrete,,pitch,,slate,hot water,337.20703125,82.4176649891034
115107,3225 OLIVER STREET NW,,2022,98,6/30/1925 12:00:00 AM,1925,,,,,6734.0,Detached,1.0,1.0,building,0.0,,Spink Const. Co.,Spink Const. Co.,1.0,0.0,28.0,29.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,11972,Spink Const. Co.,Spink Const. Co.,Spink Const. Co.,frame,dwelling,12750.0,289,,solid,concrete,,pitch,stucco,asphalt slate,hot water,215.4765625,61.6254765300137
115109,1313 31ST STREET NW,,1233,828,,1887,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,Hopkins Maps,, ,, ,,carriage house,,,,,,,,,,,207.359375,65.3039839773911
115116,6120 OREGON AVENUE NW,,2341,10,,2012,,,    ,,,,,,,0.0,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,543.7578125,126.289636183426
115132,2129 BANCROFT PLACE NW,,2531,11,2/14/1907 12:00:00 AM,1907,,,,,48122.0,Attached,1.0,1.0,building,0.0,Yes,"Pyle, F. B.","Woodward, S. W.",1.0,0.0,25.0,28.0,1.0,0.0,4.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2479,"Woodward, S. W.","Pyle, F. B.","Edmonston, S. H.",brick,dwelling,15800.0,400,,solid,concrete,Indiana limestone,both,brick,tin & slate,hot water,195.65234375,60.2134382077373
115152,4722 RODMAN STREET NW,,1525,80,5/4/1948 12:00:00 AM,1948,,,,,129184.0,Detached,1.0,1.0,building,0.0,,"Spano, E. R.",Miller (W. C. & A. N.) Development Co.,1.0,8.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,306079,Miller (W. C. & A. N.) Development Co.,"Spano, E. R.",Miller (W. C. & A. N.) Development Co.,brick & stone & frame,dwelling,21000.0,786,,,,,pitch,,slate,hot air,377.94140625,113.966274369664
115153,1072 30TH STREET NW,,1197,848,,1900,,,,,,,,,,1.0,,,,,,,,,,,BKRAFT,9/28/2016 7:53:07 PM,0.0,DC Office of Tax & Revenue,, ,, ,,,,,,,,,,,,,86.26171875,40.9804970458787
115155,5720 CONNECTICUT AVENUE NW,,1860,821,5/14/1941 12:00:00 AM,1941,,,,,118495.0,,1.0,1.0,building,0.0,,Capital Transit Co.,Capital Transit Co.,1.0,4.0,37.0,25.0,0.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,243539,Capital Transit Co.,Capital Transit Co.,Prescott Const. Co.,"concrete, brick, steel",passenger station,9000.0,646,,,brick,,pitch & flat,,slag & slate,electricity,504.2578125,152.603640539059
115156,728 QUINCY STREET NW,,3130,806,12/11/1906 12:00:00 AM,1906,,,,,47934.0,Rowhouse,1.0,1.0,building,0.0,,"Nalley, Wm., Jr.","Nalley, Louisa",1.0,0.0,200.0,29.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1983,"Nalley, Louisa","Nalley, Wm., Jr.","Nalley, Wm., Jr.",frame,dwelling,3000.0,395,,solid,brick,,flat,frame,tin,Latrobe(s),148.3046875,56.327786915787
115159,2131 BANCROFT PLACE NW,,2531,12,2/14/1907 12:00:00 AM,1907,,,,,48124.0,Attached,1.0,1.0,building,0.0,Yes,"Pyle, F. B.","Woodward, S. W.",1.0,0.0,25.0,28.0,1.0,0.0,4.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2483,"Woodward, S. W.","Pyle, F. B.","Edmonston, S. H.",brick & stone,dwelling,15800.0,400,,solid,concrete,Indiana limestone,mansard,brick & stone,tin & slate,stove(s),183.73828125,56.8831956797819
115161,3745 OLIVER STREET NW,,1864,815,8/25/1908 12:00:00 AM,1908,,,,,50737.0,Detached,1.0,1.0,building,0.0,,"Crane, Jeremiah J.","Crane, Jeremiah J.",1.0,0.0,30.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,730,"Crane, Jeremiah J.","Crane, Jeremiah J.","Warthen, A. C.",frame,dwelling,4000.0,479,,solid,brick,,pitch,,shingles,hot air,150.9296875,49.463961495772
115164,4719 30TH STREET NW,,2256,2,11/5/1941 12:00:00 AM,1941,,,,,120274.0,Detached,1.0,1.0,building,0.0,,"White, Clifton B.",Jacobson Bros.,1.0,6.0,25.0,33.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,249000,Jacobson Bros.,"White, Clifton B.",Jacobson Bros.,cinder block & brick,dwelling,10000.0,677,,,cinder block & brick,,pitch,,slate,hot water,293.91015625,78.6829102321918
115165,1812 INGLESIDE TERRACE NW,,2616,80,4/30/1906 12:00:00 AM,1906,,,,,46756.0,Semi-Det,1.0,1.0,building,0.0,Yes,"Atchison, E. A.","Atchison, E. A.",2.0,0.0,32.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2898,"Atchison, E. A.","Atchison, E. A.","Atchison, E. A.",brick & stone,dwelling,6000.0,359,,solid,brick,brownstone,flat,pressed brick,tin,steam,163.7578125,53.6767806989491
115166,1810 INGLESIDE TERRACE NW,,2616,81,4/30/1906 12:00:00 AM,1906,,,,,46755.0,Semi-Det,1.0,1.0,building,0.0,Yes,"Atchison, E. A.","Atchison, E. A.",2.0,0.0,32.0,31.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2898,"Atchison, E. A.","Atchison, E. A.","Atchison, E. A.",brick & stone,dwelling,6000.0,359,,solid,brick,brownstone,flat,pressed brick,tin,steam,171.6875,54.5911596828822
115180,61 NEW YORK AVENUE NW,,618,44,3/21/1890 12:00:00 AM,1890,,,,,89079.0,Attached,1.0,1.0,building,0.0,,,"Trott, C. V.",1.0,0.0,18.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,1688,"Trott, C. V.",,"Trott, C. V.",brick,dwelling,3800.0,135,,solid,brick,,flat,pressed brick,tin,,119.5,52.7750085029288
115182,5208 45TH STREET NW,,1577,20,4/1/1940 12:00:00 AM,1940,,,,,112831.0,Detached,1.0,1.0,building,0.0,,"Turner, L. O.",Creal & Turner Inc.,2.0,5.0,20.0,24.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,230938,Creal & Turner Inc.,"Turner, L. O.",Creal & Turner Inc.,brick & frame,dwelling,8500.0,626,,,brick & tile,,pitch,,asphalt shingles,hot air,153.6484375,54.1820798309545
115183,5204 45TH STREET NW,,1577,21,4/1/1940 12:00:00 AM,1940,,,,,112830.0,Detached,1.0,1.0,building,0.0,,"Turner, L. O.",Creal & Turner Inc.,2.0,5.0,20.0,24.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,230938,Creal & Turner Inc.,"Turner, L. O.",Creal & Turner Inc.,brick & frame,dwelling,8500.0,626,,,brick & tile,,pitch,,asphalt shingles,hot air,98.2109375,43.1365116941577
115184,3925 MORRISON STREET NW,,1747,10,3/14/1922 12:00:00 AM,1922,,,,,18643.0,Duplex,1.0,1.0,building,0.0,,"Norton, Claude N.","Cahill, Victor",2.0,0.0,24.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6174,"Cahill, Victor","Norton, Claude N.","Cahill, Victor",brick & frame,dwelling,,215,,solid,brick,,mansard,frame,slate & tin,hot water,234.515625,67.8953071742808
115185,3927 MORRISON STREET NW,,1747,11,3/14/1922 12:00:00 AM,1922,,,,,18644.0,Duplex,1.0,1.0,building,0.0,,"Norton, Claude N.","Cahill, Victor",2.0,0.0,24.0,38.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,6174,"Cahill, Victor","Norton, Claude N.","Cahill, Victor",brick & frame,dwelling,,215,,solid,brick,,mansard,frame,slate & tin,hot water,232.67578125,67.6673393312857
115186,3023 44TH STREET NW,,1621,69,11/20/1945 12:00:00 AM,1945,,,,,124742.0,Detached,1.0,1.0,building,0.0,,"Robbins, Fred E.",Miller (W. C. & A. N.) Development Co.,1.0,6.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,281441,Miller (W. C. & A. N.) Development Co.,"Robbins, Fred E.",Miller (W. C. & A. N.) Development Co.,cinder block & stone,dwelling,8500.0,745,,,cinder block & stone,,pitch,,slate,hot air,269.4140625,81.8799882453252
115187,5127 CATHEDRAL AVENUE NW,,1437,41,,2000,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:40:15 PM,0.0,DC Office of Tax & Revenue,, ,, ,,dwelling,,,,,,,,,,,314.0,78.1340411950817
115189,425 I STREET NW,,516,57,,1973,,,,,,,,,,,,,,,,,,,,,BKRAFT,9/28/2016 7:52:47 PM,0.0,DC Office of Tax & Revenue,, ,, ,,,,,,,,,,,,,8367.40625,424.707998980178
115190,617 H STREET NW,,453,805,,1874,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,9/28/2016 7:05:05 PM,0.0,Faetz & Pratt 1874 Real Estate Directory,, ,, ,,,,,,,,,,,,,444.6015625,122.214905931391
115192,2323 BANCROFT PLACE NW,,2519,291,,1978,,,,,,,1.0,,,,No,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Assessment Directory 2011,, ,, ,,,,,,,,,,,,,310.046875,92.3973148551891
115193,3502 WINFIELD LANE NW,,1292,822,,1985,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Assessment Directory 2011,, ,, ,,dwelling,,,,,,,,,,,137.88671875,49.1314800554533
115195,4312 VAN NESS STREET NW,,1640,6,6/2/1948 12:00:00 AM,1948,,,,,129261.0,Detached,1.0,1.0,building,0.0,,"Baxter, Harvey P.",D. A. Investment Co.,3.0,7.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,307417,D. A. Investment Co.,"Baxter, Harvey P.",Corby (Karl W.) Corp.,brick,dwelling,54000.0,788,,,cinder block & brick,,pitch,,slate,hot air,182.125,58.6987799940762
115196,4308 VAN NESS STREET NW,,1640,7,6/2/1948 12:00:00 AM,1948,,,,,129260.0,Detached,1.0,1.0,building,0.0,,"Baxter, Harvey P.",D. A. Investment Co.,3.0,7.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,307417,D. A. Investment Co.,"Baxter, Harvey P.",Corby (Karl W.) Corp.,brick,dwelling,54000.0,788,,,cinder block & brick,,pitch,,slate,hot air,180.36328125,58.7100108688899
115197,4304 VAN NESS STREET NW,,1640,8,6/2/1948 12:00:00 AM,1948,,,,,129259.0,Detached,1.0,1.0,building,0.0,,"Baxter, Harvey P.",D. A. Investment Co.,3.0,7.0,0.0,0.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,307417,D. A. Investment Co.,"Baxter, Harvey P.",Corby (Karl W.) Corp.,brick,dwelling,54000.0,788,,,cinder block & brick,,pitch,,slate,hot air,250.75,63.9639696226081
115206,3808 KANAWHA STREET NW,,1856,57,4/1/1914 12:00:00 AM,1914,,,,,31253.0,Detached,1.0,1.0,building,0.0,,"Ryerson, E. Dwight","Yancey, E. L.",1.0,0.0,28.0,32.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,3908,"Yancey, E. L.","Ryerson, E. Dwight","Yancey, E. L.",frame,dwelling,5000.0,783,,solid,brick,,hip,,slate,hot water,352.65625,83.8064217869544
115207,4926 HILLBROOK LANE NW,,1511,21,9/11/1931 12:00:00 AM,1931,,,,,66468.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,10.0,48.0,30.0,0.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,146503,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",brick,dwelling,15000.0,457,,,brick,,pitch,,slate,hot water,303.13671875,78.5022889144595
115210,4727 FULTON STREET NW,,1408,807,9/20/1939 12:00:00 AM,1939,,,,,111234.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,7.0,36.0,26.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,226496,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",brick,dwelling,12000.0,619,,,brick,,pitch,,slate,air conditioning,223.70703125,67.1053607898059
115251,1107 ALLISON STREET NW,,2918,2,11/12/1910 12:00:00 AM,1910,2414,,,,56064.0,Detached,1.0,1.0,building,0.0,,"Webb, C. E.","Nichol, D. E.",1.0,0.0,23.0,34.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,2406,"Nichol, D. E.","Webb, C. E.","Nichol, D. E.",brick,dwelling,3000.0,611,,solid,concrete,,mansard,pebbledash,slate,hot water,166.46875,57.8234668327196
115277,5742 27TH STREET NW,,2317,806,5/31/1949 12:00:00 AM,1949,,,,,130589.0,Detached,1.0,1.0,building,0.0,,Brown-Kessler Co. Inc.,"Kessler, Harry L.",1.0,7.0,0.0,0.0,1.0,0.0,1.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,318902,"Kessler, Harry L.",Brown-Kessler Co. Inc.,Brown-Kessler Co. Inc.,c. b. & brick&stone&fr,dwelling,20000.0,808,,,cinder block,,pitch,,slate,gas furnace,338.79296875,84.4011484333921
115290,71 P STREET NW,,615,807,7/5/1888 12:00:00 AM,1888,plans on file,,,,92086.0,Rowhouse,1.0,1.0,building,0.0,,,"Specht, Charles",4.0,0.0,16.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,22,"Specht, Charles",,"Fersinger, Peter",brick,dwelling,7500.0,117,,solid,brick,,flat,brick,tin,,112.91015625,53.8835672083713
115291,77 P STREET NW,,615,810,7/5/1888 12:00:00 AM,1888,plans on file,,,,92085.0,Rowhouse,1.0,1.0,building,0.0,,,"Specht, Charles",4.0,0.0,16.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,22,"Specht, Charles",,"Fersinger, Peter",brick,dwelling,7500.0,117,,solid,brick,,flat,brick,tin,,114.05859375,51.6609695109947
115292,73 P STREET NW,,615,808,7/5/1888 12:00:00 AM,1888,plans on file,,,,92087.0,Rowhouse,1.0,1.0,building,0.0,,,"Specht, Charles",4.0,0.0,16.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,22,"Specht, Charles",,"Fersinger, Peter",brick,dwelling,7500.0,117,,solid,brick,,flat,brick,tin,,116.2734375,51.5126099074864
115293,75 P STREET NW,,615,809,7/5/1888 12:00:00 AM,1888,plans on file,,,,92088.0,Rowhouse,1.0,1.0,building,0.0,,,"Specht, Charles",4.0,0.0,16.0,30.0,1.0,0.0,2.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,22,"Specht, Charles",,"Fersinger, Peter",brick,dwelling,7500.0,117,,solid,brick,,flat,brick,tin,,111.23046875,51.3768838981759
115294,442 N STREET NW,,513,145,,2005,,,,,,,1.0,,,,No,,,,,,,,0.0,,BKRAFT,9/28/2016 4:46:45 PM,0.0,DC Assessment Directory 2011,, ,, ,,,,,,,,,,,,,115.98046875,43.4145640211562
115295,1466 HARVARD STREET NW,Harvard Lofts,2668,11,,2009,,,,,,,1.0,,,,,,Harvard Loft LLC,,,,,,0.0,,BKRAFT,2/29/2016 3:16:35 PM,0.0,Washington DC Economic Partnership,,Harvard Loft LLC,, ,,apartment,,,,,,,,,,,522.27734375,105.24391756881
115297,4531 LOWELL STREET NW,,1605,813,7/8/1929 12:00:00 AM,1929,,,,,63080.0,Detached,1.0,1.0,building,0.0,,"MacNeil, G. E.","Miller, W. C. & A. N.",1.0,7.0,30.0,27.0,0.0,0.0,3.0,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Historical Building Permits Database,125192,"Miller, W. C. & A. N.","MacNeil, G. E.","Miller, W. C. & A. N.",brick & frame,dwelling,10500.0,401,,,brick,,pitch,,wood shingles,hot water,200.62890625,58.3483328786947
115298,2937 CATHEDRAL AVENUE NW,,2103,11,1/31/1925 12:00:00 AM,1925,,,,,4181.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,106.7890625,43.5277594327966
115299,2917 CATHEDRAL AVENUE NW,,2103,2,1/31/1925 12:00:00 AM,1925,,,,,4172.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,128.390625,48.1272826729236
115300,2925 CATHEDRAL AVENUE NW,,2103,5,1/31/1925 12:00:00 AM,1925,,,,,4175.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,117.53515625,46.6041410263606
115301,2923 CATHEDRAL AVENUE NW,,2103,5,1/31/1925 12:00:00 AM,1925,,,,,4175.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,123.4375,45.7705943650625
115302,2927 CATHEDRAL AVENUE NW,,2103,7,1/31/1925 12:00:00 AM,1925,,,,,4177.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,133.18359375,49.1098078283777
115303,2933 CATHEDRAL AVENUE NW,,2103,9,1/31/1925 12:00:00 AM,1925,,,,,4179.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,156.94140625,56.8245069631304
115304,2931 CATHEDRAL AVENUE NW,,2103,9,1/31/1925 12:00:00 AM,1925,,,,,4179.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,107.71875,48.1942558058515
115305,2921 CATHEDRAL AVENUE NW,,2103,4,1/31/1925 12:00:00 AM,1925,,,,,4174.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,104.7109375,42.8418392027406
115306,2935 CATHEDRAL AVENUE NW,,2103,11,1/31/1925 12:00:00 AM,1925,,,,,4181.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,161.61328125,54.0180252893778
115307,2929 CATHEDRAL AVENUE NW,,2103,7,1/31/1925 12:00:00 AM,1925,,,,,4177.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,106.2734375,43.3955724058422
115308,2919 CATHEDRAL AVENUE NW,,2103,4,1/31/1925 12:00:00 AM,1925,,,,,4174.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,127.08203125,47.6076100801145
115309,2917 CATHEDRAL AVENUE NW,,2103,2,1/31/1925 12:00:00 AM,1925,,,,,4172.0,Duplex,1.0,1.0,building,0.0,,Wardman & Waggaman,"Wardman, Harry/Const. Co./et al",12.0,0.0,20.0,37.0,1.0,0.0,2.0,BKRAFT,1/14/2016 3:20:35 PM,0.0,DC Historical Building Permits Database,6644,Wardman Const. Co.,Wardman & Waggaman,Wardman Const. Co.,brick,dwelling,70000.0,277,,solid,concrete,,pitch,brick & stucco,slate,yes,101.70703125,42.3360031280191
115312,3636 WINFIELD LANE NW,,1292,1050,,1986,,,,,,,1.0,,,,,,,,,,,,0.0,,BKRAFT,8/3/2015 3:21:34 PM,0.0,DC Assessment Directory 2011,, ,, ,,dwelling,,,,,,,,,,,145.18359375,50.5823899454718
115318,3316 M STREET NW,,1184,56,,1932,,,,,,,,,,1.0,,,,,,,,,,,BKRAFT,9/28/2016 7:53:07 PM,0.0,DC Office of Tax & Revenue,, ,, ,,,,,,,,,,,,,720.25390625,110.123905354114
